title,Count
"MANNEQUIN WORST",5
"FREEDOM CLEOPATRA",5
"BUNCH MINDS",5
"TRAFFIC HOBBIT",5
"BRAVEHEART HUMAN",5
"MUSSOLINI SPOILERS",5
"MIXED DOORS",4
"HARDLY ROBBERS",4
"TRAIN BUNCH",4
"HOCUS FRIDA",0
"HATE HANDICAP",0
"CATCH AMISTAD",0
"WAKE JAWS",0
"TADPOLE PARK",0
"RAIDERS ANTITRUST",0
"CHINATOWN GLADIATOR",0
"FLOATS GARDEN",0
"CROWDS TELEMARK",0
"APOLLO TEEN",0
"WALLS ARTIST",0
"RAINBOW SHOCK",0
"SUICIDES SILENCE",0
"TREASURE COMMAND",0
"GLADIATOR WESTWARD",0
"CRYSTAL BREAKING",0
"ARGONAUTS TOWN",0
"CHOCOLATE DUCK",0
"PEARL DESTINY",0
"VILLAIN DESPERATE",0
"PSYCHO SHRUNK",0
"ARK RIDGEMONT",0
"BOONDOCK BALLROOM",0
"PERDITION FARGO",0
"DAZED PUNK",0
"FRANKENSTEIN STRANGER",0
"COMMANDMENTS EXPRESS",0
"KENTUCKIAN GIANT",0
"MUPPET MILE",0
"ARSENIC INDEPENDENCE",0
"SISTER FREDDY",0
"SKY MIRACLE",0
"KILL BROTHERHOOD",0
"DELIVERANCE MULHOLLAND",0
"BUTCH PANTHER",0
"VOLUME HOUSE",0
"FIREHOUSE VIETNAM",0
"ORDER BETRAYED",0
"ROOF CHAMPION",0
"ALICE FANTASIA",0
"CROSSING DIVORCE",0
"GUMP DATE",0
